年份,地区,地区_归一化,文本总词频,环境规制强度_Z1,环保词频_总计,环保词频_污染防治,环保词频_绿色低碳,环保词频_生态保护,环保词频_环境监管,人均地区生产总值（元）,地区生产总值（万元）,第三产业增加值占GDP比重（%）,生活垃圾卫生填埋场处理量（万吨）,生活垃圾焚烧厂处理量（万吨）,无害化处理量（万吨）,生活垃圾清运量（万吨）,市容环卫专用车辆设备总数（台）,市容环境卫生投资（万元）
2023,珠海市,珠海,7922,1.0603382984094925,84,10,21,30,23,170306.0,42330000.0,54.13,0.0,113.52895,121.16554,121.16554,1593.0,3444.0
2013,盐城市,盐城,5076,2.541371158392435,129,12,26,37,54,42178.0,34755000.0,38.85,,23.89,23.89,23.89,113.0,500.0
2014,盐城市,盐城,5401,1.7589335308276246,95,7,22,22,44,53115.0,38356200.0,40.77,,33.54,33.54,33.54,138.0,1550.0
2015,盐城市,盐城,4793,2.420196119340705,116,4,39,26,47,58299.0,42125000.0,42.08,,41.17,41.17,41.18,280.0,2150.0
2016,盐城市,盐城,5135,2.473222979552093,127,2,39,38,48,63278.0,45760800.0,43.53,,45.83,45.83,45.83,299.0,2163.0
2017,盐城市,盐城,4966,2.517116391461941,125,9,23,44,49,68938.0,50826900.0,,,59.91,59.91,59.91,380.0,
2018,盐城市,盐城,4823,2.3014721127928675,111,5,28,46,32,75987.0,54870800.0,45.15,11.3661,38.5891,49.9552,49.9552,341.0,50.0
2019,盐城市,盐城,4942,2.711452853095913,134,11,30,53,40,79149.0,57020000.0,47.54,13.02,42.7939,55.8139,55.8139,457.0,0.0
2020,盐城市,盐城,4764,2.455919395465995,117,10,22,42,43,88731.0,59530000.0,48.93,0.0,85.1805,85.1805,85.1805,621.0,17300.0
2021,盐城市,盐城,4804,2.2273105745212325,107,3,29,43,32,98593.0,66170000.0,48.3,0.0,72.56146,72.56146,72.56146,765.0,75399.0
2022,盐城市,盐城,4974,2.251708886208283,112,8,47,38,19,105647.0,70800000.0,47.43,0.0,75.7235,75.7235,75.7236,784.0,13543.0
2023,盐城市,盐城,5411,2.384032526335243,129,7,55,37,30,110681.0,74040000.0,48.67,0.0,89.88657,89.88657,89.88657,847.0,17619.0
2013,石家庄市,石家庄,5669,1.7110601517022404,97,21,19,23,34,48491.0,48636583.0,41.44,35.04,31.51,66.55,81.6,495.0,199.0
2014,石家庄市,石家庄,7000,1.585714285714286,111,30,19,29,33,48970.0,51702653.0,43.81,6.9,63.46,70.36,99.04,685.0,10568.0
2015,石家庄市,石家庄,6752,1.6291469194312798,110,21,21,23,45,51043.0,54405988.0,45.84,7.59,72.06,79.65,83.25,898.0,40418.0
2016,石家庄市,石家庄,6817,1.5549361889394162,106,15,18,34,39,55177.0,59277293.0,46.44,36.2,59.76,95.97,95.97,962.0,1937.0
2017,石家庄市,石家庄,6655,1.622839969947408,108,20,12,35,41,57024.0,61770284.0,,27.87,74.28,102.15,102.15,974.0,4843.0
2018,石家庄市,石家庄,6344,1.4817150063051705,94,13,13,29,39,55723.0,60826180.0,55.51,38.62671,72.06914,110.69584,110.69584,1465.0,21005.0
2019,石家庄市,石家庄,6176,1.5867875647668397,98,19,9,27,43,52859.0,58100000.0,60.74,42.89326,75.25299,127.83795,127.83795,1633.0,11365.49
2020,石家庄市,石家庄,6115,1.4390842191332789,88,12,6,32,38,52961.0,59350000.0,62.19,4.66174,112.2064,127.2487,127.2487,2032.0,20715.0
2021,石家庄市,石家庄,7032,1.4789533560864618,104,14,18,38,34,57830.0,64900000.0,59.75,0.0,120.02054,134.17696,134.17696,1935.0,2234.0
2022,石家庄市,石家庄,6731,1.4410934482246325,97,11,20,22,44,63319.0,71010000.0,59.27,0.0,119.26375,134.7808,134.78083,2071.0,88158.0
2023,石家庄市,石家庄,5891,1.0524528942454592,62,5,8,13,36,67099.0,75340000.0,61.69,0.0,133.52299,157.53147,157.53147,2249.0,9149.0
2013,福州市,福州,4439,1.4192385672448748,63,5,10,20,28,71427.0,46784951.0,45.8,34.5,57.17,91.67,92.62,476.0,2293.0
2014,福州市,福州,4488,2.027629233511586,91,16,15,24,36,69995.0,51691647.0,46.45,38.1,58.5,96.6,100.62,510.0,14000.0
2015,福州市,福州,4819,1.8883585806183856,91,14,15,28,34,75259.0,56180844.0,48.66,52.1,53.8,105.9,105.9,457.0,11198.0
2016,福州市,福州,5743,1.75866271983284,101,16,22,40,23,82251.0,61976395.0,50.26,52.89,54.27,107.16,108.24,608.0,4027.0
2017,福州市,福州,5206,1.6135228582404917,84,13,11,30,30,93290.0,,,91.13,67.54,158.67,158.69,644.0,6973.0
2018,福州市,福州,5260,1.7680608365019013,93,13,15,36,29,102037.0,78568123.0,52.91,90.2147,74.4547,164.6694,164.6694,860.0,14428.17
2019,福州市,福州,4979,1.506326571600723,75,9,12,26,28,120879.0,93920000.0,53.61,100.92513,72.62814,173.55327,173.55327,1039.0,3780.0
2020,福州市,福州,5072,1.8533123028391167,94,9,9,32,44,121015.0,100200000.0,56.07,35.80504,115.96171,151.76675,151.76675,1207.0,105948.0
2021,福州市,福州,5355,1.568627450980392,84,12,6,27,39,135298.0,113240000.0,56.5,2.76207,154.50245,157.26452,157.26452,1297.0,86259.0
2022,福州市,福州,6166,1.3947453778786896,86,15,15,29,27,145936.0,123080000.0,56.61,0.0,155.2758,155.2758,155.27577,1310.0,20919.0
2023,福州市,福州,5400,1.3148148148148149,71,9,29,16,17,152846.0,129280000.0,58.26,0.0,153.99164,177.47834,177.47834,1283.0,3128.0
2013,秦皇岛市,秦皇岛,4855,1.874356333676622,91,14,19,27,31,39889.0,11687549.0,47.03,,26.43,26.43,26.43,167.0,12327.0
2014,秦皇岛市,秦皇岛,5468,2.231163130943672,122,21,31,28,42,39282.0,12000219.0,48.01,,29.88,29.88,29.88,286.0,1986.0
2015,秦皇岛市,秦皇岛,5605,1.99821587867975,112,16,24,29,43,40746.0,12504439.0,50.2,,35.71,35.71,35.71,348.0,2150.0
2016,秦皇岛市,秦皇岛,7885,2.1940393151553583,173,38,23,61,51,73755.0,13493526.0,50.75,,42.5,42.5,42.5,464.0,3734.0
2017,秦皇岛市,秦皇岛,6678,2.126385145253069,142,33,16,48,45,48356.0,15003351.0,,,42.55,45.43,45.43,1521.0,5090.0
2018,秦皇岛市,秦皇岛,6639,1.7773761108600694,118,20,16,30,52,52380.0,16355631.0,54.43,0.0,43.149,46.1642,46.1642,1529.0,3923.13
2019,秦皇岛市,秦皇岛,5985,1.6875522138680032,101,14,14,30,43,51334.0,16120000.0,54.31,0.0,46.2873,49.3427,49.3427,1529.0,2943.59
2020,秦皇岛市,秦皇岛,6529,1.3784653086230665,90,21,14,18,37,53821.0,16860000.0,53.5,0.0,47.2367,48.79077,48.7908,676.0,22568.0
2021,秦皇岛市,秦皇岛,5433,1.785385606478925,97,17,24,29,27,58774.0,18440000.0,51.36,0.0,56.73467,58.57412,58.57412,637.0,8319.0
2022,秦皇岛市,秦皇岛,5393,1.631744854440942,88,15,20,17,36,61277.0,19100000.0,51.11,0.0,57.7425,58.809,58.809,648.0,29344.0
2023,秦皇岛市,秦皇岛,5644,1.48830616583983,84,13,28,21,22,64491.0,20010000.0,55.0,0.0,45.79155,48.17139,48.17139,639.0,5730.0
2013,绍兴市,绍兴,3877,1.8055197317513545,70,12,11,15,32,89758.0,39672887.0,42.12,16.98,51.93,68.91,68.91,303.0,3964.0
2014,绍兴市,绍兴,3674,1.2520413718018508,46,11,4,10,21,86136.0,42658839.0,43.56,26.28,49.71,75.99,75.99,375.0,1117.0
2015,绍兴市,绍兴,3938,1.3204672422549515,52,9,3,12,28,90003.0,44659653.0,45.1,32.27,49.75,82.02,82.02,395.0,1989.0
2016,绍兴市,绍兴,5173,2.184419099168761,113,21,17,34,41,96204.0,47890304.0,45.59,49.71,48.98,98.69,98.69,475.0,2477.0
2017,绍兴市,绍兴,5207,1.7476473977338198,91,12,12,27,40,101588.0,50783700.0,,46.37,38.52,87.51,87.51,518.0,1552.0
2018,绍兴市,绍兴,4592,1.56794425087108,72,11,4,22,35,107853.0,54168952.0,48.16,17.23406,67.17431,87.27275,87.27276,626.0,45002.0
2019,绍兴市,绍兴,4741,1.328833579413626,63,7,7,21,28,114561.0,57810000.0,48.46,0.0,76.25894,88.72905,88.72905,464.0,46.4
2020,绍兴市,绍兴,4437,1.3748027946810908,61,11,5,18,27,113746.0,60010000.0,51.16,0.0,79.79664,91.82722,91.82725,870.0,1200.0
2021,绍兴市,绍兴,5205,1.3640730067243036,71,12,8,16,35,127875.0,67950000.0,49.15,0.0,85.4746,101.42435,101.42435,949.0,9501.0
2022,绍兴市,绍兴,5550,1.3333333333333337,74,11,17,20,26,137522.0,73510000.0,47.74,0.0,87.59098,104.69296,104.69296,1102.0,0.0
2023,绍兴市,绍兴,5223,1.4359563469270535,75,11,16,17,31,144992.0,77910000.0,49.07,0.0,79.14879,105.86567,105.86567,1217.0,5120.0
2014,绵阳市,绵阳,4650,1.3333333333333337,62,8,11,19,24,33558.0,15798910.0,33.35,28.99,,28.99,28.99,165.0,316.0
2016,绵阳市,绵阳,5817,1.186178442496132,69,12,10,28,19,38202.0,18304207.0,36.83,40.89,,40.9,40.9,184.0,2420.0
2017,绵阳市,绵阳,4547,1.275566307455465,58,5,17,19,17,43015.0,20747500.0,,25.73,16.69,42.42,42.42,251.0,3347.0
2018,绵阳市,绵阳,5643,1.470848839269892,83,11,10,27,35,47538.0,23038214.0,46.58,12.6327,38.0478,50.6805,50.6805,271.0,10702.31
2019,绵阳市,绵阳,6558,1.479109484598963,97,11,13,31,42,58685.0,28560000.0,49.1,14.506,42.2356,56.7416,56.7416,282.0,3920.0
2020,绵阳市,绵阳,6800,0.9117647058823528,62,10,9,14,29,61936.0,30100000.0,48.67,14.08367,42.51003,56.5937,56.5937,284.0,0.0
2021,绵阳市,绵阳,7039,1.1507316380167638,81,5,14,19,43,68696.0,33500000.0,48.36,4.43799,54.39463,58.83262,58.83262,322.0,16175.0
2022,绵阳市,绵阳,7236,1.1608623548922057,84,10,21,16,37,74171.0,36270000.0,47.73,0.0,57.4038,57.4038,57.40385,313.0,13365.0
2023,绵阳市,绵阳,7512,1.264643237486688,95,10,20,32,33,82347.0,40390000.0,50.67,0.0,62.11324,62.11324,62.11324,315.0,11165.0
2013,肇庆市,肇庆,3554,1.322453573438379,47,5,7,14,21,38606.0,16600720.0,36.54,16.38,,16.38,16.59,132.0,402.0
2014,肇庆市,肇庆,4210,1.8052256532066508,76,11,7,29,29,45795.0,18450647.0,35.24,20.67,,20.67,20.67,157.0,4430.0
2015,肇庆市,肇庆,3952,1.7459514170040489,69,8,7,19,35,48670.0,19700100.0,35.1,27.76,,27.76,27.76,185.0,1166.0
2016,肇庆市,肇庆,5917,1.5886428933581207,94,10,17,18,49,51178.0,20840190.0,36.83,29.4,,29.4,29.4,216.0,1207.0
2017,肇庆市,肇庆,6590,1.714719271623672,113,11,26,20,56,51464.0,21100100.0,,35.02,,35.02,35.02,272.0,420.0
2018,肇庆市,肇庆,5268,1.518602885345482,80,12,15,24,29,53267.0,22018012.0,49.02,33.03237,0.0,33.03237,33.03243,294.0,323.16
2019,肇庆市,肇庆,5384,1.6716196136701338,90,10,12,24,44,53936.0,22490000.0,41.68,35.02148,0.0,35.02148,35.02148,297.0,4407.84
2020,肇庆市,肇庆,8375,0.9791044776119404,82,13,15,15,39,56318.0,23110000.0,42.06,3.22624,30.53036,33.7566,33.7566,327.0,226.77
2021,肇庆市,肇庆,7324,1.02403058438012,75,4,23,19,29,64269.0,26500000.0,41.13,8.29901,42.32739,50.6264,50.6264,424.0,1289.0
2022,肇庆市,肇庆,5213,1.1509687320161135,60,7,18,16,19,65513.0,27050000.0,40.36,0.46148,54.60931,55.07079,55.07086,491.0,0.0
2023,肇庆市,肇庆,6070,1.3179571663920924,80,9,24,23,24,67614.0,27930000.0,40.79,2.87342,55.43436,58.30779,58.30779,501.0,563.0
2013,舟山市,舟山,4829,1.1596603851729137,56,7,9,15,25,95964.0,9308493.0,45.5,,27.15,27.15,27.15,171.0,733.0
2014,舟山市,舟山,3560,1.3764044943820224,49,11,4,12,22,88746.0,10152567.0,48.17,,29.94,29.94,29.94,152.0,656.0
2015,舟山市,舟山,3868,1.5770423991726992,61,17,5,13,26,95113.0,10928459.0,48.7,,28.48,28.48,29.36,137.0,3526.0
2016,舟山市,舟山,4450,1.2808988764044944,57,10,11,13,23,107463.0,12411989.0,48.7,,32.87,32.87,32.87,125.0,1934.0
2017,舟山市,舟山,5772,1.351351351351351,78,7,17,19,35,104882.0,12197800.0,,,33.29,35.03,35.03,207.0,4916.0
2018,舟山市,舟山,4300,1.5116279069767442,65,12,13,12,28,112490.0,13166986.0,56.63,0.0,32.7343,34.5476,34.5476,222.0,6858.0
2019,舟山市,舟山,5101,1.5291119388355223,78,15,10,13,40,116781.0,13720000.0,54.64,0.0,32.7604,34.5864,34.5864,218.0,20438.55
2020,舟山市,舟山,4715,1.3997879109225877,66,10,8,14,34,130130.0,15120000.0,50.86,0.0,33.0787,34.6609,34.6609,217.0,5096.0
2021,舟山市,舟山,6009,1.364619737061075,82,8,12,19,43,146611.0,17040000.0,46.42,0.0,32.1764,33.778,33.778,251.0,1853.0
2022,舟山市,舟山,5754,1.338199513381995,77,5,26,20,26,167134.0,19510000.0,42.54,0.0,32.1363,33.7664,33.7664,255.0,5769.0
2023,舟山市,舟山,5736,1.272663877266388,73,8,17,9,39,179322.0,21010000.0,43.44,0.0,31.3965,33.1743,33.1743,250.0,1856.0
2013,芜湖市,芜湖,5122,1.2495119094103866,64,8,14,12,30,54533.0,20995271.0,27.75,10.46,26.2,36.66,38.11,302.0,6300.0
2014,芜湖市,芜湖,4999,1.260252050410082,63,9,16,11,27,64039.0,23095488.0,30.98,13.44,25.95,39.39,40.19,413.0,11373.0
2015,芜湖市,芜湖,5179,1.4674647615369762,76,11,20,15,30,67592.0,24573234.0,37.92,19.79,25.75,45.54,45.54,343.0,7008.0
2016,芜湖市,芜湖,5570,1.4183123877917414,79,9,28,15,27,73715.0,26994385.0,39.3,8.89,42.43,51.32,51.32,336.0,5576.0
2017,芜湖市,芜湖,5443,1.506522138526548,82,8,19,13,42,80458.0,29632800.0,,9.48,44.55,55.24,55.24,312.0,5000.0
2018,芜湖市,芜湖,4941,1.8214936247723128,90,11,19,22,38,88085.0,32785317.0,43.77,0.0,52.8996,54.7817,54.7817,368.0,14620.0
2019,芜湖市,芜湖,4425,2.327683615819209,103,12,14,40,37,96154.0,36180000.0,47.4,0.0,54.38659,59.72153,59.72154,295.0,4971.0
2020,芜湖市,芜湖,4070,1.6707616707616706,68,10,10,20,28,102964.0,37530000.0,48.07,0.0,65.90286,69.70766,69.70766,434.0,12486.44
2021,芜湖市,芜湖,5545,1.2623985572587917,70,8,25,18,19,117526.0,43030000.0,48.43,0.0,72.36191,78.87762,78.87762,441.0,9895.0
2022,芜湖市,芜湖,5996,1.0840560373582389,65,6,26,12,21,121630.0,45020000.0,48.58,0.0,68.39895,74.5926,74.5926,429.0,1235.0
2023,芜湖市,芜湖,5982,1.0865931126713473,65,6,26,12,21,126648.0,47410000.0,50.13,0.0,76.76307,84.74453,84.74453,585.0,7600.0
2013,苏州市,苏州,5439,2.0592020592020592,112,17,13,39,43,124872.0,130157000.0,45.73,40.96,104.65,145.61,145.61,2182.0,6645.0
2014,苏州市,苏州,5699,2.140726443235655,122,8,15,45,54,129925.0,137608900.0,48.43,69.46,144.41,213.87,213.87,2638.0,3120.0
2015,苏州市,苏州,6834,2.0632133450395083,141,12,23,40,66,136702.0,145040700.0,49.94,96.06,143.8,239.86,239.86,2747.0,1193.0
2016,苏州市,苏州,7028,1.920887877063176,135,17,23,45,50,145556.0,154750900.0,51.54,105.26,140.92,246.18,246.18,2977.0,91141.0
2017,苏州市,苏州,6407,1.7012642422350557,109,11,10,40,48,159369.0,173195129.0,,87.31,171.25,272.65,272.65,3247.0,2340.0
2018,苏州市,苏州,6085,1.9884963023829088,121,10,13,37,61,173765.0,185974700.0,50.81,75.04962,172.79015,247.83977,247.83978,3346.0,61394.35
2019,苏州市,苏州,5903,1.5415890225309166,91,13,5,22,51,179174.0,192360000.0,51.51,106.30136,189.81377,296.11513,296.11513,3694.0,1491.0
2020,苏州市,苏州,5943,2.0023557126030624,119,13,18,39,49,158466.0,201700000.0,52.49,23.89135,242.49314,278.34454,278.34454,4412.0,63864.0
2021,苏州市,苏州,6201,1.4191259474278342,88,13,14,33,28,177505.0,227180000.0,51.31,14.80801,250.14462,300.97691,300.97691,4773.0,0.0
2022,苏州市,苏州,7064,1.4156285390713477,100,8,23,39,30,186024.0,239580000.0,51.11,16.09508,259.96707,314.23224,314.23228,4650.0,1292.0
2023,苏州市,苏州,7058,1.6576933975630492,117,11,30,40,36,190605.0,246530000.0,52.39,0.0,269.18696,336.91596,336.91603,4735.0,1821.0
2013,荆州市,荆州,4732,1.0355029585798818,49,7,5,12,25,20196.0,13349300.0,31.44,,22.38,22.38,22.38,147.0,725.0
2014,荆州市,荆州,4983,1.2040939193257074,60,6,7,19,28,25774.0,14804900.0,32.01,,23.06,23.06,23.06,151.0,90.0
2015,荆州市,荆州,4711,1.6981532583315644,80,11,5,27,37,27875.0,15905000.0,34.1,,23.51,23.51,23.51,154.0,1590.0
2016,荆州市,荆州,4904,1.5089722675367048,74,7,13,27,27,30305.0,17267500.0,35.19,,28.84,28.84,28.84,72.0,1941.0
2017,荆州市,荆州,4670,1.563169164882227,73,6,15,28,24,33902.0,19221800.0,,,27.27,27.27,27.27,72.0,417.0
2018,荆州市,荆州,4484,2.185548617305977,98,16,8,32,42,37247.0,20821800.0,36.93,0.0,33.2215,33.2215,33.2215,172.0,392.0
2019,荆州市,荆州,4487,1.805215065745487,81,9,8,29,35,45097.0,25160000.0,45.63,0.0,30.0746,30.0746,30.0746,172.0,384.4
2020,荆州市,荆州,4485,1.6276477146042363,73,8,13,23,29,44143.0,23690000.0,46.86,0.0,27.3381,27.3381,27.3381,172.0,0.0
2021,荆州市,荆州,4490,1.6258351893095768,73,8,13,23,29,52735.0,27160000.0,48.2,0.0,31.8031,31.8031,31.8031,159.0,548.0
2022,荆州市,荆州,5488,1.5852769679300291,87,8,21,28,30,58577.0,30090000.0,45.33,0.0,36.332,36.332,36.332,248.0,24383.0
2023,荆州市,荆州,6074,1.6298979255844583,99,4,12,45,38,61369.0,31510000.0,46.33,0.0,34.6636,34.6636,34.6636,285.0,729.0
2013,蚌埠市,蚌埠,6326,1.0749288650015807,68,4,10,21,33,27462.0,10078541.0,31.73,28.18,,28.18,28.18,249.0,2100.0
2014,蚌埠市,蚌埠,5960,0.9563758389261744,57,7,11,19,20,35542.0,11511949.0,32.6,30.66,,30.66,30.66,249.0,5660.0
2015,蚌埠市,蚌埠,6568,1.248477466504263,82,8,16,23,35,38267.0,12530550.0,36.99,29.61,,29.61,29.61,327.0,
2016,蚌埠市,蚌埠,7065,1.5428167020523709,109,9,16,45,39,41855.0,13858228.0,41.61,33.59,,33.59,33.59,555.0,5977.0
2017,蚌埠市,蚌埠,6533,1.8674422164396145,122,12,14,33,63,46233.0,15506600.0,,31.16,5.61,36.77,36.77,725.0,32014.0
2018,蚌埠市,蚌埠,6498,1.3388734995383196,87,10,13,26,38,50662.0,17146560.0,43.42,0.0,36.9437,36.9437,36.9437,725.0,3143.0
2019,蚌埠市,蚌埠,6982,1.102835863649384,77,7,6,26,38,60469.0,20570000.0,47.5,0.0,36.9619,36.9619,36.9619,751.0,440.0
2020,蚌埠市,蚌埠,6576,1.1557177615571776,76,5,14,24,33,63209.0,20830000.0,47.67,0.0,37.3999,38.28851,38.28851,785.0,40519.0
2021,蚌埠市,蚌埠,6343,1.0405171054705975,66,2,20,23,21,60117.0,19890000.0,52.44,0.0,34.9727,39.65596,39.65596,822.0,3364.0
2022,蚌埠市,蚌埠,6551,1.1143336895130516,73,9,26,17,21,60739.0,20120000.0,52.73,0.0,32.97598,37.64268,37.64268,879.0,0.0
2023,蚌埠市,蚌埠,6844,1.3150204558737582,90,8,24,19,39,64402.0,21160000.0,54.48,0.0,33.406,38.7369,38.7369,693.0,0.0
2013,衡水市,衡水,3401,1.3819464863275506,47,5,7,13,22,23889.0,10702335.0,32.1,,,,16.0,146.0,2225.0
2014,衡水市,衡水,5421,1.6417635122671097,89,20,15,27,27,26022.0,11491345.0,37.65,,7.5,7.5,19.56,162.0,1961.0
2015,衡水市,衡水,5861,1.6720696126940795,98,17,10,28,43,27543.0,12200080.0,40.0,,14.19,14.19,17.16,214.0,313.0
2016,衡水市,衡水,6693,1.8078589571193784,121,19,19,42,41,31955.0,14201825.0,39.96,4.93,11.01,15.94,25.15,588.0,1843.0
2017,衡水市,衡水,7050,2.0851063829787235,147,21,20,45,61,34177.0,15231872.0,,21.03,0.46,21.48,21.48,601.0,588.0
2018,衡水市,衡水,5569,1.9213503321960848,107,12,16,49,30,34898.0,15586909.0,46.12,24.09578,0.0,24.09578,24.09578,669.0,3145.29
2019,衡水市,衡水,4731,1.4161910801099131,67,16,7,21,23,33599.0,15050000.0,52.9,6.09111,17.90598,23.99709,23.99709,689.0,63473.55
2020,衡水市,衡水,4733,1.1831819142193112,56,12,4,16,24,36938.0,15600000.0,53.53,5.4052,19.92439,25.32959,25.32959,758.0,41338.0
2021,衡水市,衡水,5098,1.2946253432718713,66,9,9,22,26,40561.0,17030000.0,51.79,2.42743,23.7433,26.17073,26.17073,747.0,8276.0
2022,衡水市,衡水,4252,1.7168391345249296,73,10,12,21,30,43108.0,18010000.0,50.82,0.0,27.04524,27.04524,27.0453,745.0,4138.0
2023,衡水市,衡水,4701,1.6592214422463305,78,9,17,24,28,45364.0,18880000.0,53.94,0.0,28.7885,28.7885,28.78852,753.0,5953.0
2013,衡阳市,衡阳,5737,1.481610597873453,85,14,20,18,33,27601.0,21694404.0,36.49,39.0,,39.0,39.0,195.0,14713.0
2014,衡阳市,衡阳,4332,1.592797783933518,69,17,8,11,33,32934.0,23965488.0,38.28,39.0,,39.0,39.0,218.0,8595.0
2015,衡阳市,衡阳,4512,1.8395390070921984,83,23,10,22,28,35538.0,26015749.0,40.16,43.82,,43.82,43.82,227.0,34328.0
2016,衡阳市,衡阳,4834,1.4894497310715764,72,11,13,26,22,39020.0,28530158.0,43.38,44.04,,44.04,44.04,262.0,19030.0
2017,衡阳市,衡阳,5159,1.744524132583834,90,17,11,34,28,40321.0,29215200.0,,18.46,25.5,43.96,43.96,284.0,752.0
2018,衡阳市,衡阳,5937,1.9370052214923363,115,15,15,35,50,42163.0,30460279.0,55.33,14.81,25.5,43.96,43.96,357.0,5376.59
2019,衡阳市,衡阳,5641,1.5068250310228684,85,12,14,18,41,46379.0,33730000.0,56.36,10.71596,34.04324,49.2042,49.2042,379.0,2601.9
2020,衡阳市,衡阳,5762,1.3016313779937525,75,17,8,8,42,52550.0,35090000.0,54.37,10.238,31.94606,45.74068,45.74068,371.0,5319.54
2021,衡阳市,衡阳,6729,1.2780502303462624,86,10,15,22,39,57909.0,38400000.0,54.51,0.0,44.82527,49.46177,49.46177,378.0,1337.0
2022,衡阳市,衡阳,6486,1.572617946345976,102,15,25,25,37,61973.0,40900000.0,54.51,0.0,41.47855,46.30575,46.30575,445.0,3955.0
2023,衡阳市,衡阳,6766,1.418859000886787,96,15,25,23,33,64108.0,41910000.0,55.92,0.0,41.83892,47.13258,47.13258,455.0,914.0
2013,西宁市,西宁,4569,1.4226307725979426,65,14,11,15,25,43107.0,9785314.0,43.73,45.29,,45.29,54.27,308.0,405.0
2014,西宁市,西宁,4894,2.206783816918676,108,26,16,27,39,46762.0,10657811.0,46.7,52.45,,52.45,55.55,330.0,23200.0
2015,西宁市,西宁,5082,2.0267611176702083,103,20,14,45,24,49197.0,11316193.0,48.66,53.16,,53.16,55.8,331.0,30800.0
2016,西宁市,西宁,7249,1.6278107325148297,118,12,29,45,32,53756.0,12481677.0,49.14,53.56,,53.56,56.16,352.0,19170.0
2017,西宁市,西宁,6196,2.614590058102001,162,13,56,59,34,54808.0,12849081.0,,43.45,,44.2,46.32,385.0,8095.0
2018,西宁市,西宁,5971,2.964327583319377,177,14,61,59,43,54439.0,12864137.0,60.04,62.2816,0.0,80.592,83.95,392.0,4488.0
2019,西宁市,西宁,6624,2.536231884057971,168,14,56,68,30,55812.0,13280000.0,66.09,62.1568,0.0,77.088,80.3,579.0,13449.4
2020,西宁市,西宁,6171,2.3172905525846703,143,9,44,63,27,54439.0,13730000.0,65.33,70.8976,0.0,88.0166,88.2123,588.0,3043.0
2021,西宁市,西宁,7127,2.623824891258594,187,18,49,84,36,62638.0,15490000.0,62.75,82.1451,0.0,91.1979,91.4121,598.0,5302.0
2022,西宁市,西宁,6143,1.7092625752889463,105,9,32,25,39,66363.0,16440000.0,58.56,81.1897,0.0,90.2445,90.4179,611.0,563.0
2023,西宁市,西宁,4911,1.6900834860517209,83,7,23,34,19,72611.0,18010000.0,57.93,0.0,85.92,85.92,85.92,1251.0,436.0
2013,西安市,西安,4300,1.2093023255813953,52,12,4,16,20,60522.0,48841300.0,52.18,250.62,,255.3,255.66,1558.0,6846.0
2014,西安市,西安,4865,1.6032887975334018,78,18,6,28,26,63794.0,54926400.0,56.14,302.76,,307.68,308.08,1888.0,21178.0
2015,西安市,西安,5009,1.0780594929127572,54,5,6,24,19,66938.0,58012000.0,59.55,326.95,,332.34,332.34,1970.0,8108.0
2016,西安市,西安,5745,1.7580504786771107,101,13,14,46,28,71357.0,62571800.0,61.17,340.28,,345.77,346.81,1916.0,20771.0
2017,西安市,西安,5742,1.7589690003483107,101,13,14,46,28,78368.0,74718900.0,,183.33,,183.33,183.36,2519.0,2900.0
2018,西安市,西安,7886,0.951052498097895,75,8,14,25,28,85114.0,83498600.0,61.86,423.1474,0.0,423.1474,423.99539,3230.0,26743.0
2019,西安市,西安,5945,1.883936080740117,112,10,20,34,48,92256.0,93210000.0,63.03,374.9768,14.075,389.0518,389.9898,2453.0,113124.81
2020,西安市,西安,5666,1.1824920578891631,67,7,12,20,28,79181.0,100200000.0,63.66,47.2636,247.0092,294.2728,294.4017,3078.0,241524.0
2021,西安市,西安,6358,1.1638880150990878,74,13,5,23,33,83689.0,106880000.0,63.57,20.50559,358.7013,393.87084,393.87099,3144.0,120901.0
2022,西安市,西安,6116,1.2262916939175932,75,7,15,28,25,88806.0,114870000.0,61.74,7.1979,350.3637,381.2173,381.2173,3193.0,129036.0
2023,西安市,西安,6397,1.3443801782085354,86,6,16,23,41,92128.0,120110000.0,62.77,2.3722,386.6058,424.2591,424.2582,3533.0,1940.0
2013,许昌市,许昌,3726,1.7176596886741815,64,6,18,13,27,37626.0,18775574.0,23.32,22.4,,22.4,23.26,94.0,1312.0
2014,许昌市,许昌,3742,1.042223409941208,39,8,6,13,12,48471.0,20872312.0,30.39,22.47,,22.47,23.3,99.0,419.0
2015,许昌市,许昌,5004,1.079136690647482,54,9,10,15,20,50162.0,21711562.0,33.19,6.44,16.08,22.52,23.33,119.0,176.0
2016,许昌市,许昌,5915,1.5722738799661875,93,10,20,36,27,54522.0,23777133.0,34.35,4.43,17.55,21.98,21.98,119.0,1742.0
2017,许昌市,许昌,5946,1.3454423141607803,80,5,19,32,24,59911.35,26329200.0,,17.33,21.58,38.91,38.91,259.0,4638.0
2018,许昌市,许昌,3524,1.7877412031782065,63,5,5,28,25,63996.0,28306218.0,37.0,24.3049,11.008,35.3129,35.3129,380.0,6267.0
2019,许昌市,许昌,5465,1.756633119853614,96,9,11,43,33,63996.0,28310000.0,37.0,11.7603,24.3625,36.1228,36.1228,464.0,108960.0
2020,许昌市,许昌,5091,1.296405421331762,66,12,14,15,25,78875.0,34490000.0,41.95,0.0,35.89013,35.89013,35.89013,422.0,1123.0
